body	topic
"that make it possible not to use public money,\"" he said."""	N2:LOA
"liquidating the companies."""	N2:LOA
"    TAIPEI, March 4 (Reuter) - Loans extended by Taiwanese banks
to all private businesses fell 0.35 percent to T$2.961 trillion
in January 1996 from a year ago, the first negative growth since
December 1985's 1.25 percent fall, the central bank said on
Monday.
    A central bank official attributed the fall to a slowing
economy.
    Loans extended by Taiwanese banks to construction firms fell
14.8 percent to T$443.9 billion in January from a year earlier,
marking the ninth straight month of negative growth, the bank
said in a statement.
    Analysts said banks had been cautious in granting loans to
construction firms after the local real estate market started to
flag following its peak in 1989.
    -- Taipei Newsroom (5080815)"	N2:LOA
"enough to handle such matters."""	N2:LOA
"    --Svea Herbst-Bayliss, Frankfurt Newsroom +49 69 756525"""	N2:LOA
"analyst Masaya Ito."""	N2:LOA
"off their huge amounts in unrecoverable loans."""	N2:LOA
"    TOKYO, March 5 (Reuter) - Japan's ruling coalition will not
force its budget plan through the Lower House of parliament as
long as the main opposition party continues to negotiate with
it on the budget, a senior lawmaker from the Liberal Democratic
Party (LDP) told reporters on Tuesday.
    Kanezo Muraoka, a senior LDP negotiator, was speaking to
reporters after a second round of talks between the coalition
and main opposition party Shinshinto on a deadlock over the
state budget. The opposition opposes the use of budget money
for a government scheme to wind up ailing mortgage firms.
    As a compromise to break the deadlock, the coalition
parties proposed setting up a special parliamentary panel to
debate bills needed to implement the government wind-up scheme,
Muraoka said. But he said the coalition could not drop the 685
billion yen sum included in the budget for the wind-up scheme
as the opposition has been demanding."	N2:LOA
"    TAIPEI, April 26 (Reuter) - Taiwan's money rates finished
higher on Friday amid tightening funds in the banking system,
dealers expected the interbank rate to stay in the central
bank's declared target zone of 5.50-6.00 percent next week.
    The overnight interbank rate closed at 5.963 percent against
Thursday's 5.793 close, with the 30-day commercial paper at
6.25-6.35 against 6.15-6.30. Dealers attributed Friday's rises
to payments for the 10-year construction bonds, worth T$10
billion, which were auctioned on Tuesday.
    The bond market was stable and dealers expected the bond
yields to remain in a consolidation.- Wang Hsin-ju (2-5080815)
    TAIPEI, April 26 (Reuter) - Taiwan's money rates finished
higher on Friday amid tightening funds in the banking system and
dealers expected the interbank rate to stay in the central
bank's declared target zone of 5.50-6.00 percent next week.
    The overnight interbank rate closed at 5.963 percent against
Thursday's 5.793 close, with the 30-day commercial paper at
6.25-6.35 against 6.15-6.30. Dealers attributed Friday's rises
to payments for the 10-year construction bonds worth of T$10
billion, which was auctioned off on Tuesday.
    The bond market was stable and dealers expected the bond
yields to remain in a consolidation.- Wang Hsin-ju (2-5080815)"	N2:LOA
"    HONG KONG, April 25 (Reuter) - The following issue was
announced by lead manager Nomura Singapore.
 BORROWER  DBS LAND LTD
 AMOUNT    US$120 MLN COUPON    3ML+30BP  MATURITY  5 YRS
 TYPE      FRN        ISS PRICE PAR       RE-OFFER  PAR
 PUTS      NONE       CALLS     YR 3*     REPLIES   26.APR.96
 LISTING   SINGAPORE  REPAYMENT BULLET    PAY DATE  09.MAY.96
 RATING    --         SALES LMT --        DENOMS    --
 NEG PLG   YES        CRS DEF   YES       FORCE MAJ YES
 GOV LAW   ENGLISH    HOME CTRY SINGAPORE
 FEES      25 BP AS   MGT, UND  10 BP     SELLING   15 BP
 JOINT-LEAD MGRS      NOMURA SINAGPORE (BOOKRUNER) AND 
                      WESTLB      
 NOTES     PROCEEDS ARE TO BE USED FOR GENERAL WORKING CAPTIAL.
           *CALLABLE ON THE THIRD ANNIVERSARY AND THEREAFTER
 --Hong Kong Newsroom (852) 2847 4039"	N2:LOA
"    MOSCOW, April 25 (Reuter) - <AO Permneft>, a production unit of Russian oil
firm LUKoil, will not pay a dividend for 1995 but use profits to cut its debts,
a Lukoil official said on Thursday.
    Permneft had a pre-tax profit of 570.6 billion roubles and a net profit of
58 billion, the official said.
    The net profit would go towards cutting Permneft's accumulated debt of 300
billion roubles.
    No comparative figures for 1994 were available.
    Shareholders in Permneft, which became part of LUKoil by government
resolution last September, voted last November to merge with LUKoil.
    LUKoil vice-president Leonid Fedun told Permneft's annual shareholders'
meeting on Wednesday the rate at which the shares were swapped would depend on
the market for Permneft shares, the company official said.
    A final decision on the swap rate would be taken at LUKoil's annual meeting
on June 5.
    Permneft shares were quoted at $21.90 on the Russian Trading System. LUKoil
shares were bid at $6.05.
    --Moscow Newsroom, +7095 941 8520"	N2:LOA
"    HONG KONG, April 26 (Reuter) - DBS Land's US$120 million
floating rate note issue has been allotted, said arranger Nomura
Singapore.
    The five-year facility is callable in year three and
thereafter. It has no put option and pays a margin of 30 basis
points over the three-month London Interbank Offered Rate.
    Joint lead managers are Westdeutsche Landesbank Girozentrale
and Nomura Singapore, whic is also the bookrunner for the
facility.
    Senior co-lead manager is Norddeutsche Landesbank
Girozentrale, Singapore Branch.
    Co-lead managers are Goldman Sachs (Singapore) PTE, Lehman
Brothers and Merrill Lynch Far East.
    Co-managers are Banque Nationale de Paris, Deutsche Morgan
Grenfell, Daiwa Singapore and Yamaichi Merchant Bank Singapore.
    --Hong Kong Newsroom (852) 2847 4039"	N2:LOA
"    HONG KONG, April 26 (Reuter) - The Industrial Finance Corp
of India has mandated Societe Generale Asia to arrange a US$100
million term loan, said arranger Societe Generale Asia.
    The seven-year facility pays a margin of 65 basis points
over the London Interbank Offered Rate for the first three years
and 90 basis points for the remaining four to seven years.
    The amortising loan has an average life of five years, with
no puts or calls. Repayment of the loan will be in nine equal
semi-annual instalments with three years' grace.
    The management fee is 55 basis points for co-arrangers
committing US$10 million or above and 50 basis points for lead
managers committing US$7.5 million or above.
    Arrangers are Dresdner Bank Luxembourg, Gulf International
Bank, HSBC Investment Bank London, and SocGen Asia.
    Proceeds are to be used for industrial lending activities.
    --Hong Kong Newsroom (852) 2847 4039"	N2:LOA
"    HONG KONG, April 26 (Reuter) - The Industrial Finance Corp
of India has mandated Societe Generale Asia to arrange a US$100
million term loan, said arranger Societe Generale Asia.
    The seven-year facility pays a margin of 65 basis points
over the London Interbank Offered Rate for the first three years
and 90 basis points for the remaining four to seven years.
    The amortising loan has an average life of five years, with
no puts or calls. Repayment of the loan will be in nine equal
semi-annual instalments with three years' grace.
    The management fee is 55 basis points for co-arrangers
committing US$10 million or above and 50 basis points for lead
managers committing US$7.5 million or above.
    Arrangers are Dresdner Bank Luxembourg, Gulf International
Bank, HSBC Investment Bank London, and SocGen Asia.
    Proceeds are to be used for industrial lending activities.
    -- Hong Kong Newsroom (852) 2847 4039"	N2:LOA
"    HONG KONG, April 24 (Reuter) - The following negotiable
floating rate certificate of deposit issue was announced by
arranger Fuji International Finance (HK).
 BORROWER   UNION BANK OF TAIWAN
 AMOUNT     US$30 MLN   COUPON    6ML+32.5BP  MATURITY 3 YRS
 TYPE       FRCD        ISS PRICE PAR         LAUNCH   25.APR.96
 PUTS       YR 1 & 2    CALLS     YR 1 & 2    REPLIES  13.MAY.96
 LISTING    NONE        REPAYMENT SEMI-ANNUAL INSTALMENTS
 DENOMS     US$250K     RATINGS   --          SALE LMTS --
 NEG PLG    --          CRS DEF   --          FORCE MAJ -- 
 HOME CTRY  TAIWAN      GOV LAW   ENGLISH  
 NOTES      PROCEEDS ARE TO BE USED FOR GENERAL WORKING CAPITAL
 ARRANGERS & LEAD MANAGERS:
            FUJI INTERNATIONAL FINANCE (HK)
            TAIWAN COOPERATIVE BANK OFFSHORE BANKING BRANCH
 CO-ARGER & LEAD MANAGERS:
            FIRST CHICAGO HONG KONG,
            MERRILL LYNCH INTERNATIONAL
            HUA NAN COMMERCIAL BANK, TAIPEI
            SANWAN INTERNATIONAL FINANCE
 MGT LEVELS AND FEES                                       
           CO-LEAD MANAGERS   US$5 MLN    5.5BP  ALL-IN  38BP
                   MANAGERS   US$2-4 MLN  4.5BP  ALL-IN  37BP
    --Hong Kong Newsroom (852) 2847 4039"	N2:LOA
